detector,parameter,threshold,window_seconds,true_positives,false_positives,false_negatives,true_negatives,precision,recall,false_positive_rate,f1
SynScanDetector,unique_ports_threshold,60,60.0,1,0,2,46,1.0,0.333333,0.0,0.5
SynScanDetector,unique_ports_threshold,5,300.0,3,2,0,44,0.6,1.0,0.043478,0.75
SynScanDetector,unique_ports_threshold,8,300.0,3,2,0,44,0.6,1.0,0.043478,0.75
SynScanDetector,unique_ports_threshold,10,300.0,3,2,0,44,0.6,1.0,0.043478,0.75
SynScanDetector,unique_ports_threshold,12,300.0,3,1,0,45,0.75,1.0,0.021739,0.857143
SynScanDetector,unique_ports_threshold,15,300.0,2,0,1,46,1.0,0.666667,0.0,0.8
SynScanDetector,unique_ports_threshold,20,300.0,2,0,1,46,1.0,0.666667,0.0,0.8
SynScanDetector,unique_ports_threshold,25,300.0,2,0,1,46,1.0,0.666667,0.0,0.8
SynScanDetector,unique_ports_threshold,30,300.0,1,0,2,46,1.0,0.333333,0.0,0.5
SynScanDetector,unique_ports_threshold,40,300.0,1,0,2,46,1.0,0.333333,0.0,0.5
SynScanDetector,unique_ports_threshold,60,300.0,1,0,2,46,1.0,0.333333,0.0,0.5
SynScanDetector,unique_ports_threshold,5,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
SynScanDetector,unique_ports_threshold,8,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
SynScanDetector,unique_ports_threshold,10,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
SynScanDetector,unique_ports_threshold,12,3600.0,3,1,0,45,0.75,1.0,0.021739,0.857143
SynScanDetector,unique_ports_threshold,15,3600.0,2,0,1,46,1.0,0.666667,0.0,0.8
SynScanDetector,unique_ports_threshold,20,3600.0,2,0,1,46,1.0,0.666667,0.0,0.8
SynScanDetector,unique_ports_threshold,25,3600.0,2,0,1,46,1.0,0.666667,0.0,0.8
SynScanDetector,unique_ports_threshold,30,3600.0,1,0,2,46,1.0,0.333333,0.0,0.5
SynScanDetector,unique_ports_threshold,40,3600.0,1,0,2,46,1.0,0.333333,0.0,0.5
SynScanDetector,unique_ports_threshold,60,3600.0,1,0,2,46,1.0,0.333333,0.0,0.5
TcpPortScanDetector,unique_ports_threshold,5,1.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,8,1.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,10,1.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,12,1.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,15,1.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,20,1.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,25,1.0,0,0,4,45,,0.0,0.0,
TcpPortScanDetector,unique_ports_threshold,30,1.0,0,0,4,45,,0.0,0.0,
TcpPortScanDetector,unique_ports_threshold,40,1.0,0,0,4,45,,0.0,0.0,
TcpPortScanDetector,unique_ports_threshold,60,1.0,0,0,4,45,,0.0,0.0,
TcpPortScanDetector,unique_ports_threshold,5,5.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,8,5.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,10,5.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,12,5.0,2,0,2,45,1.0,0.5,0.0,0.666667
TcpPortScanDetector,unique_ports_threshold,15,5.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,20,5.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,25,5.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,30,5.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,40,5.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,60,5.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,5,10.0,3,1,1,44,0.75,0.75,0.022222,0.75
TcpPortScanDetector,unique_ports_threshold,8,10.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,10,10.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,12,10.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,15,10.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,20,10.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,25,10.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,30,10.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,40,10.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,60,10.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,5,30.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,8,30.0,3,1,1,44,0.75,0.75,0.022222,0.75
TcpPortScanDetector,unique_ports_threshold,10,30.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,12,30.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,15,30.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,20,30.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,25,30.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,30,30.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,40,30.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,60,30.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,5,60.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,8,60.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,10,60.0,3,2,1,43,0.6,0.75,0.044444,0.666667
TcpPortScanDetector,unique_ports_threshold,12,60.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,15,60.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,20,60.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,25,60.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,30,60.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,40,60.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,60,60.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,5,300.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,8,300.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,10,300.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,12,300.0,4,1,0,44,0.8,1.0,0.022222,0.888889
TcpPortScanDetector,unique_ports_threshold,15,300.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,20,300.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,25,300.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,30,300.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,40,300.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,60,300.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,5,3600.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,8,3600.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,10,3600.0,4,2,0,43,0.666667,1.0,0.044444,0.8
TcpPortScanDetector,unique_ports_threshold,12,3600.0,4,1,0,44,0.8,1.0,0.022222,0.888889
TcpPortScanDetector,unique_ports_threshold,15,3600.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,20,3600.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,25,3600.0,3,0,1,45,1.0,0.75,0.0,0.857143
TcpPortScanDetector,unique_ports_threshold,30,3600.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,40,3600.0,1,0,3,45,1.0,0.25,0.0,0.4
TcpPortScanDetector,unique_ports_threshold,60,3600.0,1,0,3,45,1.0,0.25,0.0,0.4
UdpFloodDetector,udp_count_threshold,50,1.0,2,0,0,47,1.0,1.0,0.0,1.0
UdpFloodDetector,udp_count_threshold,100,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,150,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,200,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,250,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,300,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,400,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,600,1.0,0,0,2,47,,0.0,0.0,
UdpFloodDetector,udp_count_threshold,900,1.0,0,0,2,47,,0.0,0.0,
UdpFloodDetector,udp_count_threshold,50,5.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,100,5.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,150,5.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,200,5.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,250,5.0,2,0,0,47,1.0,1.0,0.0,1.0
UdpFloodDetector,udp_count_threshold,300,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,400,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,600,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,900,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,50,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,100,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,150,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,200,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,250,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,300,10.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,400,10.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,600,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,900,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,50,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,100,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,150,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,200,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,250,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,300,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,400,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,600,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,900,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,50,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,100,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,150,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,200,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,250,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,300,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,400,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,600,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,900,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,50,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,100,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,150,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,200,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,250,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,300,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,400,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,600,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,900,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,50,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,100,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,150,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,200,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,250,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
UdpFloodDetector,udp_count_threshold,300,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,400,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
UdpFloodDetector,udp_count_threshold,600,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
UdpFloodDetector,udp_count_threshold,900,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
